session,bar_ix,headline,company,sentiment,sentiment_score,confidence
7,28,Joval Brands reports rising costs pressuring margins in supply chain optimization,Joval,sell,-0.8657,0.9261
7,29,Myrnep Technologies expands operations into Europe markets,Myrnep,buy,0.8582,0.8672
7,31,Brevep Systems completes strategic acquisition to strengthen supply chain optimization,Brevep,buy,0.9146,0.9269
8,1,Ilval Financial sees 10% margin improvement in latest quarter,Ilval,buy,0.9371,0.957
8,5,Ilval Financial announces significant capital expenditure plan for Europe,Ilval,buy,0.735,0.7565
8,6,"Plevum Partners reports strong demand in Scandinavia, raises outlook",Plevum,buy,0.9389,0.9552
8,7,Ilval Financial explores strategic alternatives for wireless connectivity unit,Ilval,buy,0.1933,0.7899
8,8,Ilval Financial warns of supply chain disruptions affecting Asia Pacific operations,Ilval,sell,-0.9359,0.9515
8,19,Plevum Partners launches next-generation process automation platform,Plevum,buy,0.3107,0.6713
8,21,Plevum Partners secures $320M contract with a global retailer,Plevum,buy,0.9312,0.9431
8,29,Ervan Capital files routine patent applications in enterprise software,Ervan,sell,-0.0664,0.9009
9,1,Orevov Solutions begins scheduled maintenance of data analytics systems,Orevov,buy,0.0304,0.9273
9,6,Relvon Fuels begins scheduled maintenance of enterprise software systems,Relvon,buy,0.0788,0.891
9,8,Orevex Renewables sees 7% drop in new customer orders this quarter,Orevex,sell,-0.9668,0.9755
9,9,Orevex Renewables wins industry award for excellence in cloud infrastructure,Orevex,buy,0.916,0.9274
9,10,Orevex Renewables misses quarterly revenue estimates by 3%,Orevex,sell,-0.5642,0.7422
9,12,Orevex Renewables secures $800M contract with a top-tier research institute,Orevex,buy,0.9338,0.9453
9,13,Halvax Networks sees mixed results in digital payments pilot program,Halvax,sell,-0.9026,0.9377
9,26,Relvon Fuels loses key contract in Asia Pacific to competitor,Relvon,sell,-0.9216,0.953
9,32,Relvon Fuels names new head of cloud infrastructure division,Relvon,buy,0.0492,0.9068
9,39,Orevov Solutions warns of supply chain disruptions affecting Southeast Asia operations,Orevov,sell,-0.9457,0.96
9,48,Orevex Renewables reports rising costs pressuring margins in supply chain optimization,Orevex,sell,-0.8711,0.9295
9,48,Relvon Fuels warns of supply chain disruptions affecting Europe operations,Relvon,sell,-0.9414,0.9538
10,0,Myrnon Therapeutics files for regulatory approval of new enterprise software offering,Myrnon,buy,0.2881,0.6592
10,0,Frelis Genomics files routine patent applications in enterprise software,Frelis,sell,-0.0086,0.9435
10,12,Zelvix Therapeutics secures $250M contract with a leading cloud platform,Zelvix,buy,0.9358,0.9476
10,12,Kelvos Resources announces major organizational restructuring,Kelvos,sell,-0.7383,0.784
10,14,Frelis Genomics names new head of supply chain optimization division,Frelis,buy,0.0635,0.8943
10,17,Kelvos Resources delays product launch in precision manufacturing segment,Kelvos,sell,-0.8945,0.9058
10,26,Kelvos Resources completes planned facility upgrade in Asia Pacific,Kelvos,buy,0.8622,0.873
10,28,Myrnon Therapeutics secures $250M contract with a global retailer,Myrnon,buy,0.9342,0.9465
10,35,Kelvos Resources files routine patent applications in precision manufacturing,Kelvos,sell,-0.027,0.926
10,38,Kelvos Resources secures $250M contract with a top-tier research institute,Kelvos,buy,0.9239,0.934
10,39,Zelvix Therapeutics to host investor day focused on supply chain optimization strategy,Zelvix,buy,0.183,0.7934
10,41,Frelis Genomics launches next-generation cloud infrastructure platform,Frelis,buy,0.1917,0.7909
10,47,Zelvix Therapeutics misses quarterly revenue estimates by 20%,Zelvix,sell,-0.9315,0.953
11,13,Wyrnik Sciences explores strategic alternatives for process automation unit,Wyrnik,buy,0.2022,0.7814
11,16,Yorval Partners faces regulatory review of cloud infrastructure practices,Yorval,sell,-0.6601,0.6829
11,17,Zelvon Biosciences revises long-term strategy with focus on wireless connectivity,Zelvon,buy,0.2074,0.7674
11,19,Zrovum Biopharma CFO steps down unexpectedly citing personal reasons,Zrovum,sell,-0.8526,0.8629
11,25,Wyrnik Sciences recalls products in process automation line due to quality concerns,Wyrnik,sell,-0.9567,0.9645
11,44,Wyrnik Sciences completes strategic acquisition to strengthen cloud infrastructure,Wyrnik,buy,0.918,0.9269
12,0,Strynal Industries to host investor day focused on cloud infrastructure strategy,Strynal,buy,0.1064,0.8704
12,0,Kelvos Resources secures $400M contract with a major logistics provider,Kelvos,buy,0.9364,0.9492
12,3,Strynal Industries misses quarterly revenue estimates by 15%,Strynal,sell,-0.9495,0.9608
12,4,Kelvos Resources files for regulatory approval of new precision manufacturing offering,Kelvos,buy,0.1093,0.8599
12,15,Kelvos Resources expands operations into Central Europe markets,Kelvos,buy,0.6481,0.6575
12,16,Jorvis Fuels faces class action over data analytics service disruption,Jorvis,sell,-0.9405,0.9506
12,17,Strynal Industries secures $50M contract with a national infrastructure agency,Strynal,buy,0.9342,0.9469
12,22,Nerven Grid loses key contract in North America to competitor,Nerven,sell,-0.9401,0.9579
12,25,"Nerven Grid reports record quarterly revenue, up 7% year-over-year",Nerven,buy,0.9362,0.9567
12,25,Kelvos Resources completes strategic acquisition to strengthen supply chain optimization,Kelvos,buy,0.9216,0.9334
12,33,Jorvis Fuels delays product launch in digital payments segment,Jorvis,sell,-0.9013,0.9116
12,34,Jorvis Fuels reports 15% increase in customer acquisition,Jorvis,buy,0.9331,0.9465
12,35,Jorvis Fuels wins industry award for excellence in process automation,Jorvis,buy,0.9157,0.927
12,42,Kelvos Resources secures $500M contract with a global retailer,Kelvos,buy,0.9293,0.9401
12,43,Strynal Industries secures $250M contract with a leading cloud platform,Strynal,buy,0.9369,0.9486
12,43,Kelvos Resources revises long-term strategy with focus on data analytics,Kelvos,buy,0.1271,0.85
12,48,Kelvos Resources explores strategic alternatives for data analytics unit,Kelvos,buy,0.2092,0.7754
13,1,Holtum Asset Group CEO addresses investor concerns in open letter,Holtum,sell,-0.1502,0.7767
13,3,Halven Investments announces breakthrough in renewable storage,Halven,buy,0.7126,0.7248
13,3,Jorvyl Securities to host investor day focused on digital payments strategy,Jorvyl,buy,0.0712,0.9034
13,4,Halven Investments wins industry award for excellence in renewable storage,Halven,buy,0.9019,0.9142
13,47,Jorvyl Securities explores strategic alternatives for renewable storage unit,Jorvyl,buy,0.189,0.7949
14,7,Frelis Genomics sees mixed results in cloud infrastructure pilot program,Frelis,sell,-0.9315,0.9519
14,8,Frelis Genomics secures $800M contract with an international consortium,Frelis,buy,0.899,0.9072
14,17,Grevel Diagnostics secures $500M contract with a national infrastructure agency,Grevel,buy,0.9339,0.9465
14,17,Frelis Genomics misses quarterly revenue estimates by 10%,Frelis,sell,-0.9433,0.9572
14,19,Wyrnik Sciences explores strategic alternatives for process automation unit,Wyrnik,buy,0.2022,0.7814
14,21,Grevel Diagnostics reports unexpected decline in Central Europe revenue,Grevel,sell,-0.9283,0.9591
14,32,Grevel Diagnostics secures $500M contract with a top-tier research institute,Grevel,buy,0.9312,0.943
14,33,Xelvol Biotech secures $120M contract with a leading cloud platform,Xelvol,buy,0.9336,0.9456
14,40,Xelvol Biotech secures $250M contract with a national infrastructure agency,Xelvol,buy,0.9291,0.9406
14,41,Xelvol Biotech files for regulatory approval of new automated logistics offering,Xelvol,buy,0.4639,0.5039
14,48,Frelis Genomics loses key contract in Central Europe to competitor,Frelis,sell,-0.9013,0.9351
14,49,Frelis Genomics announces significant capital expenditure plan for Central Europe,Frelis,buy,0.7793,0.7953
15,10,Plevep Power expands operations into Central Europe markets,Plevep,buy,0.8241,0.8315
15,28,Nolvol Resources revises long-term strategy with focus on data analytics,Nolvol,buy,0.1303,0.8468
15,29,Plevep Power secures $800M contract with a top-tier research institute,Plevep,buy,0.9332,0.9452
15,36,Plevep Power Chief Strategy Officer addresses investor concerns in open letter,Plevep,sell,-0.0186,0.8793
15,39,Nolvol Resources reports 8% increase in customer acquisition,Nolvol,buy,0.9339,0.9517
15,40,Nolvol Resources sees 5% margin improvement in latest quarter,Nolvol,buy,0.9382,0.9579
15,49,Myrnep Technologies wins industry award for excellence in wireless connectivity,Myrnep,buy,0.8892,0.9005
16,6,Nolvis Devices secures $800M contract with an international consortium,Nolvis,buy,0.9086,0.9177
16,6,Myrnep Technologies revises long-term strategy with focus on digital payments,Myrnep,buy,0.4204,0.5622
16,16,Relvon Fuels files for regulatory approval of new precision manufacturing offering,Relvon,buy,0.2322,0.7217
16,19,Myrnep Technologies files routine patent applications in digital payments,Myrnep,buy,0.0001,0.9514
16,29,Nolvis Devices reports 8% decline in operating income,Nolvis,sell,-0.9664,0.9749
16,33,Nolvis Devices secures $400M contract with a global retailer,Nolvis,buy,0.9307,0.9426
16,35,Nolvis Devices revises long-term strategy with focus on cloud infrastructure,Nolvis,buy,0.1333,0.841
16,36,Dralol Computing opens new office in Scandinavia,Dralol,buy,0.1704,0.8023
16,36,Nolvis Devices explores strategic alternatives for precision manufacturing unit,Nolvis,buy,0.1984,0.785
16,45,Myrnep Technologies wins industry award for excellence in wireless connectivity,Myrnep,buy,0.8892,0.9005
16,47,Dralol Computing launches next-generation renewable storage platform,Dralol,buy,0.2052,0.7792
16,48,Relvon Fuels begins scheduled maintenance of renewable storage systems,Relvon,buy,0.3248,0.6422
17,5,Wyrnor Solutions revises long-term strategy with focus on precision manufacturing,Wyrnor,buy,0.2163,0.7646
17,7,Jorvix Diagnostics files routine patent applications in process automation,Jorvix,sell,-0.0828,0.8807
17,24,Zrovex Industries loses key contract in Central Europe to competitor,Zrovex,sell,-0.9412,0.9596
17,27,Jorvix Diagnostics recalls products in wireless connectivity line due to quality concerns,Jorvix,sell,-0.9618,0.9699
17,47,Relvon Fuels announces breakthrough in cloud infrastructure,Relvon,buy,0.636,0.648
18,0,Strynal Industries recalls products in precision manufacturing line due to quality concerns,Strynal,sell,-0.961,0.9685
18,0,Crevex Labs achieves key regulatory milestone ahead of schedule,Crevex,buy,0.8434,0.8526
18,2,Kelvos Resources sees mixed results in renewable storage pilot program,Kelvos,sell,-0.8837,0.9231
18,8,Kelvos Resources names new head of automated logistics division,Kelvos,buy,0.0225,0.9009
18,9,Nerven Grid delays product launch in precision manufacturing segment,Nerven,sell,-0.9252,0.9349
18,28,Strynal Industries explores strategic alternatives for digital payments unit,Strynal,buy,0.248,0.7363
18,46,Crevex Labs faces class action over automated logistics service disruption,Crevex,sell,-0.9452,0.9572
19,0,Relvon Fuels reports 12% increase in customer acquisition,Relvon,buy,0.933,0.946
19,5,Orevex Renewables warns of supply chain disruptions affecting Europe operations,Orevex,sell,-0.9416,0.953
19,6,Orevex Renewables completes strategic acquisition to strengthen data analytics,Orevex,buy,0.9258,0.937
19,7,Relvon Fuels to host investor day focused on renewable storage strategy,Relvon,buy,0.1254,0.8544
19,9,Plevik Energy expands operations into Latin America markets,Plevik,buy,0.8984,0.9061
19,18,Orevex Renewables explores strategic alternatives for wireless connectivity unit,Orevex,buy,0.2759,0.7086
19,22,Relvon Fuels opens new office in North America,Relvon,buy,0.5189,0.5311
19,36,Orevex Renewables files for regulatory approval of new automated logistics offering,Orevex,buy,0.395,0.5676
19,41,Plevik Energy secures $120M contract with a major logistics provider,Plevik,buy,0.9382,0.953
20,0,Brevep Systems withdraws from Latin America market citing unfavorable conditions,Brevep,sell,-0.9587,0.9673
20,0,Ixenix Technologies wins industry award for excellence in precision manufacturing,Ixenix,buy,0.9188,0.9321
20,5,Nolvol Resources misses quarterly revenue estimates by 15%,Nolvol,sell,-0.9437,0.96
20,6,Brevep Systems withdraws from Southeast Asia market citing unfavorable conditions,Brevep,sell,-0.9598,0.9685
20,9,Ixenix Technologies secures $75M contract with a national infrastructure agency,Ixenix,buy,0.9331,0.9454
20,10,Brevep Systems explores strategic alternatives for digital payments unit,Brevep,buy,0.2338,0.7503
20,10,Nolvol Resources secures $75M contract with a leading cloud platform,Nolvol,buy,0.9352,0.9463
20,14,Nolvol Resources launches next-generation renewable storage platform,Nolvol,buy,0.2677,0.7162
20,16,Halvax Networks names new head of automated logistics division,Halvax,buy,0.0139,0.9002
20,24,Ixenix Technologies secures $120M contract with a leading cloud platform,Ixenix,buy,0.9361,0.9487
20,25,Halvax Networks opens new office in Middle East,Halvax,buy,0.2292,0.742
20,30,Halvax Networks secures $120M contract with a top-tier research institute,Halvax,buy,0.9285,0.939
20,45,"Ixenix Technologies reports record quarterly revenue, up 5% year-over-year",Ixenix,buy,0.9373,0.9574
20,45,Halvax Networks reports 15% increase in customer acquisition,Halvax,buy,0.9379,0.9519
20,48,Brevep Systems secures $120M contract with a top-tier research institute,Brevep,buy,0.9346,0.947
20,49,Nolvol Resources names new head of wireless connectivity division,Nolvol,buy,0.0095,0.9131
21,1,Talvyn Goods explores strategic alternatives for enterprise software unit,Talvyn,buy,0.1812,0.802
21,3,Varvov Retail Group to host investor day focused on enterprise software strategy,Varvov,buy,0.0737,0.9002
21,6,Jorvix Diagnostics expands operations into Latin America markets,Jorvix,buy,0.8841,0.8972
21,6,Varvov Retail Group loses key contract in Scandinavia to competitor,Varvov,sell,-0.9438,0.96
21,19,Talvyn Goods files for regulatory approval of new process automation offering,Talvyn,buy,0.1702,0.7954
21,22,Varvov Retail Group completes strategic acquisition to strengthen automated logistics,Varvov,buy,0.9176,0.9273
21,25,Arnos Marketplace recalls products in enterprise software line due to quality concerns,Arnos,sell,-0.9613,0.9682
21,33,Varvov Retail Group announces breakthrough in renewable storage,Varvov,buy,0.8573,0.867
21,43,Varvov Retail Group announces $6.3B share buyback program,Varvov,buy,0.1064,0.819
21,46,"Varvov Retail Group reports strong demand in North America, raises outlook",Varvov,buy,0.9339,0.9519
22,0,Wrelal Financial delays product launch in automated logistics segment,Wrelal,sell,-0.7807,0.7974
22,3,Halven Investments files routine patent applications in enterprise software,Halven,sell,-0.0236,0.9387
22,4,Halven Investments announces $4.1B share buyback program,Halven,buy,0.0706,0.8684
22,6,Halven Investments reports 25% decline in operating income,Halven,sell,-0.9673,0.9746
22,7,Halven Investments lowers full-year guidance amid softening demand,Halven,sell,-0.957,0.9689
22,26,Halven Investments secures $75M contract with a top-tier research institute,Halven,buy,0.9297,0.9419
22,32,Plevum Partners reports 15% increase in customer acquisition,Plevum,buy,0.9375,0.9503
22,36,Plevum Partners begins scheduled maintenance of cloud infrastructure systems,Plevum,buy,0.0993,0.8773
22,39,Plevum Partners confirms participation in Emerging Markets Forum,Plevum,buy,0.8238,0.8306
22,45,Plevik Energy reports unexpected decline in Latin America revenue,Plevik,sell,-0.9466,0.9685
23,3,Nolvav Commerce secures $180M contract with a multinational manufacturer,Nolvav,buy,0.9323,0.9433
23,5,Frelex Outlets secures $180M contract with a leading cloud platform,Frelex,buy,0.9389,0.9518
23,10,Kelvos Resources delays product launch in automated logistics segment,Kelvos,sell,-0.9215,0.9308
23,10,Nolvav Commerce sees 5% margin improvement in latest quarter,Nolvav,buy,0.9379,0.9572
23,12,Kelvos Resources faces regulatory review of cloud infrastructure practices,Kelvos,sell,-0.4548,0.4888
23,12,Nolvav Commerce secures $400M contract with a leading cloud platform,Nolvav,buy,0.9381,0.9493
23,24,Frelex Outlets secures $75M contract with an international consortium,Frelex,buy,0.9309,0.9426
23,28,Holtar Stores names new head of supply chain optimization division,Holtar,buy,0.0121,0.9089
23,37,Holtar Stores explores strategic alternatives for renewable storage unit,Holtar,buy,0.2284,0.7548
23,40,Holtar Stores begins scheduled maintenance of precision manufacturing systems,Holtar,buy,0.0627,0.8888
23,48,Holtar Stores names new head of automated logistics division,Holtar,buy,0.014,0.9072
24,5,Frelol Software to host investor day focused on precision manufacturing strategy,Frelol,buy,0.0771,0.8967
24,6,Relvan Software reports 5% increase in customer acquisition,Relvan,buy,0.9337,0.9508
24,11,Crevex Labs explores strategic alternatives for digital payments unit,Crevex,buy,0.1938,0.79
24,15,Relvan Software names new head of enterprise software division,Relvan,buy,0.0002,0.9047
24,20,"Crevex Labs reports record quarterly revenue, up 7% year-over-year",Crevex,buy,0.9378,0.9575
24,25,Crevex Labs explores strategic alternatives for enterprise software unit,Crevex,buy,0.1623,0.8191
24,30,Relvan Software delays product launch in data analytics segment,Relvan,sell,-0.9068,0.918
24,31,Crevex Labs announces breakthrough in data analytics,Crevex,buy,0.4974,0.517
24,33,Frelol Software recalls products in renewable storage line due to quality concerns,Frelol,sell,-0.9625,0.9696
24,41,Crevex Labs explores strategic alternatives for process automation unit,Crevex,buy,0.2071,0.776
24,47,Relvan Software CFO steps down unexpectedly citing personal reasons,Relvan,sell,-0.8783,0.8874
24,48,Crevex Labs secures $800M contract with an international consortium,Crevex,buy,0.9179,0.9275
24,49,Brevon Microchips sees mixed results in automated logistics pilot program,Brevon,sell,-0.8457,0.9103
25,2,Ixenix Technologies delays product launch in process automation segment,Ixenix,sell,-0.8648,0.878
25,13,Frelol Software secures $75M contract with a global retailer,Frelol,buy,0.9315,0.9455
25,17,Frelol Software reports 15% decline in operating income,Frelol,sell,-0.9673,0.9752
25,29,Brevep Systems completes planned facility upgrade in Southeast Asia,Brevep,buy,0.8803,0.8939
25,35,Talvep Computing faces regulatory review of supply chain optimization practices,Talvep,sell,-0.5088,0.5469
25,37,Brevep Systems sees 8% margin improvement in latest quarter,Brevep,buy,0.9379,0.9572
25,40,Frelol Software secures $320M contract with a national infrastructure agency,Frelol,buy,0.9309,0.9433
25,43,Frelol Software secures $75M contract with a national infrastructure agency,Frelol,buy,0.9318,0.9446
25,44,Brevep Systems withdraws from Latin America market citing unfavorable conditions,Brevep,sell,-0.9587,0.9673
26,4,Talvix Holdings confirms participation in Corporate Strategy Symposium,Talvix,buy,0.7565,0.7635
26,4,Plevyl Advisors beats analyst expectations with strong earnings growth,Plevyl,buy,0.934,0.9518
26,6,Holtum Asset Group announces $7.9B share buyback program,Holtum,buy,0.0333,0.8896
26,8,Jorval Trading Co wins industry award for excellence in process automation,Jorval,buy,0.9188,0.9316
26,9,Jorval Trading Co secures $800M contract with a top-tier research institute,Jorval,buy,0.9312,0.9441
26,12,Holtum Asset Group completes planned facility upgrade in Southeast Asia,Holtum,buy,0.8416,0.8546
26,13,Talvix Holdings reports 10% increase in customer acquisition,Talvix,buy,0.936,0.9525
26,20,Holtum Asset Group files routine patent applications in enterprise software,Holtum,sell,-0.0184,0.9435
26,23,Talvix Holdings secures $120M contract with a major logistics provider,Talvix,buy,0.9368,0.9503
26,24,Jorval Trading Co files routine patent applications in supply chain optimization,Jorval,sell,-0.4707,0.4984
26,26,Talvix Holdings faces regulatory review of digital payments practices,Talvix,sell,-0.5,0.5207
26,35,Talvix Holdings misses quarterly revenue estimates by 10%,Talvix,sell,-0.9432,0.9594
26,36,Jorval Trading Co faces regulatory review of wireless connectivity practices,Jorval,sell,-0.6029,0.6249
26,40,Talvix Holdings completes planned facility upgrade in Scandinavia,Talvix,buy,0.6073,0.6204
26,42,Plevyl Advisors sees 20% margin improvement in latest quarter,Plevyl,buy,0.9379,0.9565
26,42,Holtum Asset Group secures $400M contract with a leading cloud platform,Holtum,buy,0.9358,0.9474
26,43,Holtum Asset Group files for regulatory approval of new wireless connectivity offering,Holtum,buy,0.1915,0.7693
26,47,Talvix Holdings sees mixed results in wireless connectivity pilot program,Talvix,sell,-0.9406,0.9593
27,3,"Nerven Grid reports record quarterly revenue, up 18% year-over-year",Nerven,buy,0.9367,0.957
27,9,Nerven Grid to host investor day focused on wireless connectivity strategy,Nerven,buy,0.1435,0.8366
27,20,Relvon Fuels files for regulatory approval of new wireless connectivity offering,Relvon,buy,0.3779,0.578
27,21,Grevel Diagnostics secures $800M contract with a leading cloud platform,Grevel,buy,0.935,0.9476
27,32,"Relvon Fuels reports strong demand in North America, raises outlook",Relvon,buy,0.9315,0.9495
27,40,Orevex Renewables reports 8% increase in customer acquisition,Orevex,buy,0.9348,0.9512
27,46,Relvon Fuels Chief Operating Officer steps down unexpectedly citing personal reasons,Relvon,sell,-0.8825,0.8915
27,48,Orevex Renewables secures $400M contract with a global retailer,Orevex,buy,0.9359,0.9482
27,49,Relvon Fuels secures $400M contract with a major logistics provider,Relvon,buy,0.9361,0.9502
28,6,Jovik Asset Group secures $320M contract with a major logistics provider,Jovik,buy,0.9364,0.952
28,13,Frelex Outlets enters joint venture with a multinational manufacturer,Frelex,buy,0.7419,0.7511
28,16,Plevum Partners begins scheduled maintenance of wireless connectivity systems,Plevum,buy,0.1687,0.8093
28,20,Frelex Outlets secures $650M contract with a top-tier research institute,Frelex,buy,0.9308,0.9428
28,20,Zelvel Capital reports rising costs pressuring margins in renewable storage,Zelvel,sell,-0.8085,0.8959
28,24,Jovik Asset Group secures $180M contract with a global retailer,Jovik,buy,0.935,0.9493
28,25,Frelex Outlets reports 15% decline in operating income,Frelex,sell,-0.9669,0.9747
28,34,Zelvel Capital reports 3% increase in customer acquisition,Zelvel,buy,0.9348,0.9495
